ed,ballots,first_choice_total,final_round_active,first_winner_id,first_winner,first_winner_pct,final_winner_id,final_winner,final_winner_pct
26035,170,170,154,254286,Zohran Kwame Mamdani,40.0,254286,Zohran Kwame Mamdani,53.246753246753244
26036,219,218,211,254052,Andrew M. Cuomo,38.53211009174312,254052,Andrew M. Cuomo,50.23696682464455
26037,171,171,160,254052,Andrew M. Cuomo,46.198830409356724,254052,Andrew M. Cuomo,53.125
26038,352,349,326,254052,Andrew M. Cuomo,65.61604584527221,254052,Andrew M. Cuomo,77.30061349693251
26039,137,136,128,254052,Andrew M. Cuomo,51.470588235294116,254052,Andrew M. Cuomo,62.5
26040,160,157,149,254052,Andrew M. Cuomo,56.05095541401274,254052,Andrew M. Cuomo,65.77181208053692
26041,391,387,358,254052,Andrew M. Cuomo,54.78036175710594,254052,Andrew M. Cuomo,68.15642458100558
26042,230,228,218,254052,Andrew M. Cuomo,55.26315789473685,254052,Andrew M. Cuomo,64.6788990825688
26043,307,305,293,254052,Andrew M. Cuomo,63.278688524590166,254052,Andrew M. Cuomo,73.03754266211604
26044,271,270,252,254052,Andrew M. Cuomo,63.33333333333333,254052,Andrew M. Cuomo,74.20634920634922
26045,306,305,282,254052,Andrew M. Cuomo,60.65573770491803,254052,Andrew M. Cuomo,74.46808510638297
26046,224,222,207,254052,Andrew M. Cuomo,59.45945945945946,254052,Andrew M. Cuomo,72.94685990338165
26047,187,187,177,254286,Zohran Kwame Mamdani,41.17647058823529,254286,Zohran Kwame Mamdani,52.54237288135594
26048,203,202,191,254052,Andrew M. Cuomo,43.56435643564357,254052,Andrew M. Cuomo,54.45026178010471
26049,154,152,143,254052,Andrew M. Cuomo,49.34210526315789,254052,Andrew M. Cuomo,60.83916083916085
26050,194,193,185,254052,Andrew M. Cuomo,51.813471502590666,254052,Andrew M. Cuomo,64.32432432432432
26051,108,108,102,254052,Andrew M. Cuomo,51.85185185185185,254052,Andrew M. Cuomo,55.88235294117647
26052,175,175,163,254052,Andrew M. Cuomo,45.14285714285714,254052,Andrew M. Cuomo,54.601226993865026
26053,183,182,173,254052,Andrew M. Cuomo,43.956043956043956,254052,Andrew M. Cuomo,53.75722543352601
26054,230,229,211,254052,Andrew M. Cuomo,41.92139737991266,254052,Andrew M. Cuomo,50.23696682464455
26055,268,268,256,254052,Andrew M. Cuomo,44.40298507462687,254052,Andrew M. Cuomo,53.515625
26056,249,247,235,254052,Andrew M. Cuomo,39.27125506072874,254286,Zohran Kwame Mamdani,50.638297872340424
26057,266,264,246,254286,Zohran Kwame Mamdani,40.909090909090914,254286,Zohran Kwame Mamdani,52.84552845528455
26058,71,71,69,254286,Zohran Kwame Mamdani,47.88732394366197,254286,Zohran Kwame Mamdani,53.62318840579711
26059,224,223,206,254052,Andrew M. Cuomo,43.49775784753363,254052,Andrew M. Cuomo,52.9126213592233
26060,156,155,150,254286,Zohran Kwame Mamdani,43.225806451612904,254286,Zohran Kwame Mamdani,56.00000000000001
26061,202,200,195,254286,Zohran Kwame Mamdani,56.99999999999999,254286,Zohran Kwame Mamdani,65.12820512820512
27001,56,56,54,254286,Zohran Kwame Mamdani,42.857142857142854,254286,Zohran Kwame Mamdani,51.85185185185185
27002,342,340,328,254286,Zohran Kwame Mamdani,52.352941176470594,254286,Zohran Kwame Mamdani,59.14634146341463
27003,481,481,455,254052,Andrew M. Cuomo,37.00623700623701,254286,Zohran Kwame Mamdani,53.18681318681319
27004,405,402,368,254052,Andrew M. Cuomo,39.800995024875625,254286,Zohran Kwame Mamdani,50.0
27005,465,464,418,254052,Andrew M. Cuomo,44.18103448275862,254052,Andrew M. Cuomo,58.85167464114832
27006,235,232,220,254052,Andrew M. Cuomo,40.94827586206897,254052,Andrew M. Cuomo,53.18181818181819
27007,64,63,63,254052,Andrew M. Cuomo,61.904761904761905,254052,Andrew M. Cuomo,66.66666666666666
27008,99,97,94,254286,Zohran Kwame Mamdani,51.546391752577314,254286,Zohran Kwame Mamdani,60.63829787234043
27009,150,150,147,254052,Andrew M. Cuomo,59.333333333333336,254052,Andrew M. Cuomo,65.3061224489796
