ed,candidacy_id,name,first_choice,final_round,is_major
23010,255950,Zellnor Myrie,1,0,False
23010,254130,Brad Lander,20,0,True
23010,257465,Adrienne E. Adams,21,0,True
23010,254365,Jessica Ramos,2,0,False
23010,258719,Paperboy Love Prince,3,0,False
23011,257441,Whitney R. Tilson,2,0,False
23011,254052,Andrew M. Cuomo,94,104,True
23011,258821,Selma K. Bartholomew,1,0,False
23011,254393,Scott M. Stringer,2,0,True
23011,254286,Zohran Kwame Mamdani,92,101,True
23011,255950,Zellnor Myrie,1,0,False
23011,254607,Michael Blake,1,0,False
23011,254130,Brad Lander,7,0,True
23011,257465,Adrienne E. Adams,10,0,True
23011,254365,Jessica Ramos,1,0,False
23011,258719,Paperboy Love Prince,1,0,False
23012,257441,Whitney R. Tilson,3,0,False
23012,254052,Andrew M. Cuomo,37,43,True
23012,254393,Scott M. Stringer,0,0,True
23012,254286,Zohran Kwame Mamdani,37,42,True
23012,254130,Brad Lander,7,0,True
23012,257465,Adrienne E. Adams,7,0,True
23012,254365,Jessica Ramos,2,0,False
23013,257441,Whitney R. Tilson,1,0,False
23013,254052,Andrew M. Cuomo,84,98,True
23013,258821,Selma K. Bartholomew,1,0,False
23013,254393,Scott M. Stringer,7,0,True
23013,254286,Zohran Kwame Mamdani,107,132,True
23013,255950,Zellnor Myrie,5,0,False
23013,254607,Michael Blake,2,0,False
23013,254130,Brad Lander,26,0,True
23013,257465,Adrienne E. Adams,19,0,True
23013,258719,Paperboy Love Prince,3,0,False
23014,254052,Andrew M. Cuomo,99,108,True
23014,258821,Selma K. Bartholomew,2,0,False
23014,254393,Scott M. Stringer,6,0,True
23014,254286,Zohran Kwame Mamdani,33,40,True
23014,254130,Brad Lander,6,0,True
23014,257465,Adrienne E. Adams,12,0,True
23015,254052,Andrew M. Cuomo,115,125,True
23015,257465,Adrienne E. Adams,17,0,True
23015,254286,Zohran Kwame Mamdani,57,70,True
23015,254607,Michael Blake,4,0,False
23015,254130,Brad Lander,7,0,True
23015,254393,Scott M. Stringer,9,0,True
23015,258719,Paperboy Love Prince,2,0,False
23016,254052,Andrew M. Cuomo,61,68,True
23016,257465,Adrienne E. Adams,13,0,True
23016,254286,Zohran Kwame Mamdani,41,54,True
23016,254130,Brad Lander,10,0,True
23016,254393,Scott M. Stringer,3,0,True
23016,254365,Jessica Ramos,1,0,False
23016,258719,Paperboy Love Prince,3,0,False
23017,257441,Whitney R. Tilson,2,0,False
23017,254052,Andrew M. Cuomo,63,69,True
23017,257465,Adrienne E. Adams,2,0,True
23017,254286,Zohran Kwame Mamdani,21,26,True
23017,254130,Brad Lander,9,0,True
23017,254393,Scott M. Stringer,3,0,True
23018,257441,Whitney R. Tilson,3,0,False
23018,254052,Andrew M. Cuomo,106,121,True
23018,254393,Scott M. Stringer,8,0,True
23018,254286,Zohran Kwame Mamdani,134,173,True
23018,254607,Michael Blake,5,0,False
23018,255950,Zellnor Myrie,2,0,False
23018,254130,Brad Lander,33,0,True
23018,257465,Adrienne E. Adams,23,0,True
23018,254365,Jessica Ramos,2,0,False
23019,254052,Andrew M. Cuomo,18,21,True
23019,258821,Selma K. Bartholomew,1,0,False
23019,257465,Adrienne E. Adams,3,0,True
23019,254286,Zohran Kwame Mamdani,14,18,True
23019,254130,Brad Lander,2,0,True
23019,254393,Scott M. Stringer,1,0,True
23019,254365,Jessica Ramos,1,0,False
23020,254052,Andrew M. Cuomo,52,56,True
23020,254393,Scott M. Stringer,0,0,True
23020,255950,Zellnor Myrie,1,0,False
23020,254286,Zohran Kwame Mamdani,26,30,True
23020,254130,Brad Lander,1,0,True
23020,257465,Adrienne E. Adams,7,0,True
23021,254052,Andrew M. Cuomo,118,125,True
23021,258821,Selma K. Bartholomew,2,0,False
23021,257465,Adrienne E. Adams,7,0,True
23021,254286,Zohran Kwame Mamdani,16,21,True
23021,254130,Brad Lander,1,0,True
23021,254393,Scott M. Stringer,3,0,True
23021,254365,Jessica Ramos,1,0,False
23022,254052,Andrew M. Cuomo,64,66,True
23022,254393,Scott M. Stringer,0,0,True
23022,254286,Zohran Kwame Mamdani,18,24,True
23022,254130,Brad Lander,1,0,True
23022,257465,Adrienne E. Adams,11,0,True
23023,254052,Andrew M. Cuomo,81,89,True
23023,257465,Adrienne E. Adams,8,0,True
23023,254286,Zohran Kwame Mamdani,9,10,True
23023,255950,Zellnor Myrie,1,0,False
23023,254130,Brad Lander,3,0,True
23023,254393,Scott M. Stringer,3,0,True
23023,258719,Paperboy Love Prince,2,0,False
23024,254052,Andrew M. Cuomo,61,67,True
23024,254393,Scott M. Stringer,0,0,True
23024,255950,Zellnor Myrie,1,0,False
23024,254286,Zohran Kwame Mamdani,20,22,True
23024,254130,Brad Lander,0,0,True
23024,257465,Adrienne E. Adams,13,0,True
23024,254365,Jessica Ramos,1,0,False
23025,257441,Whitney R. Tilson,1,0,False
23025,254052,Andrew M. Cuomo,177,203,True
23025,254393,Scott M. Stringer,1,0,True
23025,254286,Zohran Kwame Mamdani,34,39,True
23025,255950,Zellnor Myrie,2,0,False
23025,254130,Brad Lander,1,0,True
23025,257465,Adrienne E. Adams,38,0,True
23025,254365,Jessica Ramos,3,0,False
23026,254052,Andrew M. Cuomo,114,124,True
23026,254393,Scott M. Stringer,2,0,True
23026,254286,Zohran Kwame Mamdani,18,25,True
23026,254130,Brad Lander,4,0,True
23026,257465,Adrienne E. Adams,16,0,True
23027,257441,Whitney R. Tilson,4,0,False
23027,254052,Andrew M. Cuomo,324,354,True
23027,254393,Scott M. Stringer,2,0,True
23027,254286,Zohran Kwame Mamdani,7,11,True
23027,254607,Michael Blake,1,0,False
23027,254130,Brad Lander,6,0,True
23027,257465,Adrienne E. Adams,26,0,True
23027,254365,Jessica Ramos,3,0,False
23028,254052,Andrew M. Cuomo,154,173,True
23028,258821,Selma K. Bartholomew,1,0,False
23028,254393,Scott M. Stringer,0,0,True
23028,254286,Zohran Kwame Mamdani,28,32,True
23028,254607,Michael Blake,1,0,False
23028,254130,Brad Lander,1,0,True
23028,257465,Adrienne E. Adams,22,0,True
23028,254365,Jessica Ramos,1,0,False
23029,257441,Whitney R. Tilson,5,0,False
23029,254052,Andrew M. Cuomo,383,424,True
23029,258821,Selma K. Bartholomew,1,0,False
23029,254393,Scott M. Stringer,2,0,True
23029,254286,Zohran Kwame Mamdani,5,6,True
23029,255950,Zellnor Myrie,1,0,False
23029,254130,Brad Lander,2,0,True
23029,257465,Adrienne E. Adams,37,0,True
23029,254365,Jessica Ramos,1,0,False
23030,257441,Whitney R. Tilson,3,0,False
23030,254052,Andrew M. Cuomo,215,245,True
23030,254393,Scott M. Stringer,5,0,True
23030,254286,Zohran Kwame Mamdani,18,22,True
23030,254607,Michael Blake,1,0,False
23030,254130,Brad Lander,5,0,True
23030,257465,Adrienne E. Adams,29,0,True
23030,258719,Paperboy Love Prince,1,0,False
23031,254052,Andrew M. Cuomo,224,235,True
23031,254393,Scott M. Stringer,2,0,True
23031,254286,Zohran Kwame Mamdani,49,58,True
23031,254607,Michael Blake,1,0,False
23031,254130,Brad Lander,2,0,True
23031,257465,Adrienne E. Adams,24,0,True
23032,257441,Whitney R. Tilson,6,0,False
23032,254052,Andrew M. Cuomo,249,285,True
23032,258821,Selma K. Bartholomew,1,0,False
23032,254393,Scott M. Stringer,5,0,True
23032,254286,Zohran Kwame Mamdani,42,56,True
23032,254130,Brad Lander,7,0,True
23032,257465,Adrienne E. Adams,36,0,True
23032,254365,Jessica Ramos,1,0,False
23032,258719,Paperboy Love Prince,2,0,False
23033,254052,Andrew M. Cuomo,63,68,True
23033,257465,Adrienne E. Adams,1,0,True
23033,254286,Zohran Kwame Mamdani,31,33,True
23033,254607,Michael Blake,1,0,False
23033,254130,Brad Lander,6,0,True
23033,254393,Scott M. Stringer,4,0,True
23033,254365,Jessica Ramos,1,0,False
23033,258719,Paperboy Love Prince,1,0,False
23034,254052,Andrew M. Cuomo,87,89,True
23034,254393,Scott M. Stringer,1,0,True
23034,254286,Zohran Kwame Mamdani,41,43,True
23034,254130,Brad Lander,4,0,True
23034,257465,Adrienne E. Adams,1,0,True
23035,257441,Whitney R. Tilson,1,0,False
23035,254052,Andrew M. Cuomo,87,87,True
23035,254393,Scott M. Stringer,2,0,True
23035,254286,Zohran Kwame Mamdani,18,22,True
23035,254130,Brad Lander,8,0,True
23035,257465,Adrienne E. Adams,1,0,True
23035,258719,Paperboy Love Prince,2,0,False
23036,257441,Whitney R. Tilson,2,0,False
23036,254052,Andrew M. Cuomo,73,81,True
23036,257465,Adrienne E. Adams,5,0,True
23036,254286,Zohran Kwame Mamdani,55,59,True
23036,254130,Brad Lander,5,0,True
23036,254393,Scott M. Stringer,2,0,True
23036,258719,Paperboy Love Prince,2,0,False
23037,254052,Andrew M. Cuomo,50,56,True
23037,257465,Adrienne E. Adams,1,0,True
23037,254286,Zohran Kwame Mamdani,74,79,True
23037,254607,Michael Blake,2,0,False
23037,255950,Zellnor Myrie,1,0,False
23037,254130,Brad Lander,9,0,True
23037,254393,Scott M. Stringer,4,0,True
23037,258719,Paperboy Love Prince,2,0,False
23038,257441,Whitney R. Tilson,5,0,False
23038,254052,Andrew M. Cuomo,71,74,True
23038,254393,Scott M. Stringer,0,0,True
23038,254286,Zohran Kwame Mamdani,38,43,True
23038,255950,Zellnor Myrie,1,0,False
23038,254130,Brad Lander,3,0,True
23038,257465,Adrienne E. Adams,2,0,True
23038,254365,Jessica Ramos,1,0,False
23038,258719,Paperboy Love Prince,2,0,False
23039,254052,Andrew M. Cuomo,5,5,True
23039,254393,Scott M. Stringer,0,0,True
23039,254286,Zohran Kwame Mamdani,4,4,True
23039,254130,Brad Lander,0,0,True
23039,257465,Adrienne E. Adams,1,0,True
23040,257441,Whitney R. Tilson,1,0,False
23040,254052,Andrew M. Cuomo,39,42,True
23040,257465,Adrienne E. Adams,5,0,True
23040,254286,Zohran Kwame Mamdani,76,77,True
23040,255950,Zellnor Myrie,1,0,False
23040,254130,Brad Lander,0,0,True
23040,254393,Scott M. Stringer,2,0,True
23040,254365,Jessica Ramos,1,0,False
23041,257441,Whitney R. Tilson,1,0,False
23041,254052,Andrew M. Cuomo,72,72,True
23041,254393,Scott M. Stringer,0,0,True
23041,254286,Zohran Kwame Mamdani,55,59,True
23041,254130,Brad Lander,3,0,True
23041,257465,Adrienne E. Adams,2,0,True
23042,254052,Andrew M. Cuomo,40,41,True
23042,257465,Adrienne E. Adams,0,0,True
23042,254286,Zohran Kwame Mamdani,49,50,True
23042,254130,Brad Lander,1,0,True
23042,254393,Scott M. Stringer,2,0,True
23042,258719,Paperboy Love Prince,1,0,False
23043,254130,Brad Lander,0,0,True
23043,254052,Andrew M. Cuomo,3,3,True
23043,254393,Scott M. Stringer,0,0,True
23043,257465,Adrienne E. Adams,0,0,True
23043,254286,Zohran Kwame Mamdani,5,5,True
23044,257441,Whitney R. Tilson,3,0,False
23044,254052,Andrew M. Cuomo,174,192,True
23044,254393,Scott M. Stringer,8,0,True
23044,254286,Zohran Kwame Mamdani,51,57,True
23044,255950,Zellnor Myrie,3,0,False
23044,254607,Michael Blake,1,0,False
23044,254130,Brad Lander,12,0,True
23044,257465,Adrienne E. Adams,12,0,True
23044,254365,Jessica Ramos,2,0,False
23044,258719,Paperboy Love Prince,1,0,False
23045,257441,Whitney R. Tilson,2,0,False
23045,254052,Andrew M. Cuomo,104,118,True
23045,257465,Adrienne E. Adams,10,0,True
23045,254286,Zohran Kwame Mamdani,23,33,True
23045,254607,Michael Blake,2,0,False
23045,254130,Brad Lander,13,0,True
23045,254393,Scott M. Stringer,6,0,True
23046,257441,Whitney R. Tilson,1,0,False
23046,254052,Andrew M. Cuomo,94,100,True
23046,257465,Adrienne E. Adams,7,0,True
23046,254286,Zohran Kwame Mamdani,160,169,True
23046,254130,Brad Lander,9,0,True
23046,254393,Scott M. Stringer,3,0,True
23046,258719,Paperboy Love Prince,2,0,False
23047,257441,Whitney R. Tilson,1,0,False
23047,254052,Andrew M. Cuomo,57,60,True
23047,257465,Adrienne E. Adams,2,0,True
23047,254286,Zohran Kwame Mamdani,60,63,True
23047,255950,Zellnor Myrie,1,0,False
23047,254130,Brad Lander,3,0,True
23047,254393,Scott M. Stringer,2,0,True
23048,257441,Whitney R. Tilson,1,0,False
23048,254052,Andrew M. Cuomo,85,86,True
23048,254393,Scott M. Stringer,1,0,True
23048,254286,Zohran Kwame Mamdani,70,77,True
23048,254607,Michael Blake,1,0,False
23048,255950,Zellnor Myrie,1,0,False
23048,254130,Brad Lander,4,0,True
23048,257465,Adrienne E. Adams,2,0,True
23049,257441,Whitney R. Tilson,2,0,False
23049,254052,Andrew M. Cuomo,92,99,True
23049,254393,Scott M. Stringer,6,0,True
23049,254286,Zohran Kwame Mamdani,90,102,True
23049,254607,Michael Blake,1,0,False
23049,255950,Zellnor Myrie,1,0,False
23049,254130,Brad Lander,6,0,True
23049,257465,Adrienne E. Adams,7,0,True
23050,254052,Andrew M. Cuomo,22,24,True
23050,254393,Scott M. Stringer,1,0,True
23050,254286,Zohran Kwame Mamdani,76,77,True
23050,254130,Brad Lander,3,0,True
23050,257465,Adrienne E. Adams,2,0,True
23051,254052,Andrew M. Cuomo,69,70,True
23051,254393,Scott M. Stringer,1,0,True
23051,254286,Zohran Kwame Mamdani,90,96,True
23051,254607,Michael Blake,1,0,False
23051,254130,Brad Lander,4,0,True
23051,257465,Adrienne E. Adams,2,0,True
23051,254365,Jessica Ramos,1,0,False
23051,258719,Paperboy Love Prince,1,0,False
23052,254052,Andrew M. Cuomo,31,32,True
23052,254393,Scott M. Stringer,0,0,True
23052,254286,Zohran Kwame Mamdani,81,83,True
23052,254130,Brad Lander,4,0,True
23052,257465,Adrienne E. Adams,1,0,True
23053,254052,Andrew M. Cuomo,52,53,True
23053,257465,Adrienne E. Adams,0,0,True
23053,254286,Zohran Kwame Mamdani,223,229,True
23053,254607,Michael Blake,1,0,False
23053,254130,Brad Lander,4,0,True
23053,254393,Scott M. Stringer,1,0,True
23054,254052,Andrew M. Cuomo,55,57,True
23054,254393,Scott M. Stringer,0,0,True
23054,254286,Zohran Kwame Mamdani,176,179,True
23054,254130,Brad Lander,3,0,True
23054,257465,Adrienne E. Adams,3,0,True
23054,254365,Jessica Ramos,2,0,False
23055,254052,Andrew M. Cuomo,19,19,True
23055,257465,Adrienne E. Adams,0,0,True
23055,254286,Zohran Kwame Mamdani,43,44,True
23055,254130,Brad Lander,0,0,True
23055,254393,Scott M. Stringer,0,0,True
23055,254365,Jessica Ramos,1,0,False
23056,254052,Andrew M. Cuomo,32,33,True
23056,254393,Scott M. Stringer,1,0,True
23056,254286,Zohran Kwame Mamdani,29,33,True
23056,254607,Michael Blake,2,0,False
23056,254130,Brad Lander,1,0,True
23056,257465,Adrienne E. Adams,1,0,True
23057,254052,Andrew M. Cuomo,34,34,True
23057,258821,Selma K. Bartholomew,1,0,False
23057,257465,Adrienne E. Adams,0,0,True
23057,254286,Zohran Kwame Mamdani,69,73,True
23057,254130,Brad Lander,3,0,True
23057,254393,Scott M. Stringer,1,0,True
23057,258719,Paperboy Love Prince,1,0,False
23058,257441,Whitney R. Tilson,2,0,False
23058,254052,Andrew M. Cuomo,23,24,True
23058,257465,Adrienne E. Adams,1,0,True
23058,254286,Zohran Kwame Mamdani,31,34,True
23058,254130,Brad Lander,0,0,True
23058,254393,Scott M. Stringer,3,0,True
23058,258719,Paperboy Love Prince,1,0,False
23059,257441,Whitney R. Tilson,1,0,False
23059,254052,Andrew M. Cuomo,32,32,True
23059,254393,Scott M. Stringer,2,0,True
23059,254286,Zohran Kwame Mamdani,9,12,True
23059,254130,Brad Lander,1,0,True
23059,257465,Adrienne E. Adams,5,0,True
23060,254052,Andrew M. Cuomo,56,60,True
23060,258821,Selma K. Bartholomew,1,0,False
23060,257465,Adrienne E. Adams,8,0,True
23060,254286,Zohran Kwame Mamdani,45,52,True
23060,254130,Brad Lander,2,0,True
23060,254393,Scott M. Stringer,2,0,True
23060,254365,Jessica Ramos,1,0,False
23062,257441,Whitney R. Tilson,1,0,False
23062,254052,Andrew M. Cuomo,72,76,True
23062,257465,Adrienne E. Adams,2,0,True
23062,254286,Zohran Kwame Mamdani,135,136,True
23062,254130,Brad Lander,4,0,True
23062,254393,Scott M. Stringer,3,0,True
23063,254052,Andrew M. Cuomo,42,45,True
23063,254393,Scott M. Stringer,1,0,True
23063,255950,Zellnor Myrie,1,0,False
23063,254286,Zohran Kwame Mamdani,62,62,True
23063,254130,Brad Lander,0,0,True
23063,257465,Adrienne E. Adams,2,0,True
23064,254052,Andrew M. Cuomo,14,15,True
23064,257465,Adrienne E. Adams,0,0,True
23064,254286,Zohran Kwame Mamdani,34,34,True
23064,254130,Brad Lander,0,0,True
23064,254393,Scott M. Stringer,0,0,True
23064,254365,Jessica Ramos,2,0,False
23065,257441,Whitney R. Tilson,1,0,False
23065,254052,Andrew M. Cuomo,105,113,True
23065,257465,Adrienne E. Adams,21,0,True
23065,254286,Zohran Kwame Mamdani,40,52,True
23065,255950,Zellnor Myrie,1,0,False
23065,254130,Brad Lander,2,0,True
23065,254393,Scott M. Stringer,3,0,True
23066,254052,Andrew M. Cuomo,93,109,True
23066,257465,Adrienne E. Adams,22,0,True
23066,254286,Zohran Kwame Mamdani,35,39,True
23066,254607,Michael Blake,3,0,False
23066,254130,Brad Lander,2,0,True
23066,254393,Scott M. Stringer,2,0,True
23066,258719,Paperboy Love Prince,1,0,False
24001,254052,Andrew M. Cuomo,28,28,True
24001,257465,Adrienne E. Adams,0,0,True
24001,255950,Zellnor Myrie,1,0,False
24001,254286,Zohran Kwame Mamdani,27,27,True
24001,254130,Brad Lander,0,0,True
24001,254393,Scott M. Stringer,2,0,True
24002,254130,Brad Lander,0,0,True
24002,254052,Andrew M. Cuomo,45,46,True
24002,254393,Scott M. Stringer,0,0,True
24002,257465,Adrienne E. Adams,0,0,True
24002,254286,Zohran Kwame Mamdani,48,48,True
24003,254052,Andrew M. Cuomo,73,75,True
24003,254393,Scott M. Stringer,0,0,True
24003,255950,Zellnor Myrie,1,0,False
24003,254286,Zohran Kwame Mamdani,110,115,True
24003,254130,Brad Lander,3,0,True
24003,257465,Adrienne E. Adams,3,0,True
24003,254365,Jessica Ramos,1,0,False
24004,254052,Andrew M. Cuomo,53,55,True
24004,257465,Adrienne E. Adams,0,0,True
24004,255950,Zellnor Myrie,1,0,False
24004,254286,Zohran Kwame Mamdani,75,75,True
24004,254130,Brad Lander,0,0,True
24004,254393,Scott M. Stringer,0,0,True
24004,254365,Jessica Ramos,1,0,False
24005,254052,Andrew M. Cuomo,66,67,True
24005,258821,Selma K. Bartholomew,1,0,False
24005,254393,Scott M. Stringer,0,0,True
24005,254286,Zohran Kwame Mamdani,65,68,True
24005,254130,Brad Lander,0,0,True
24005,257465,Adrienne E. Adams,4,0,True
24006,254052,Andrew M. Cuomo,74,79,True
24006,254393,Scott M. Stringer,1,0,True
24006,254286,Zohran Kwame Mamdani,107,111,True
24006,254130,Brad Lander,0,0,True
24006,257465,Adrienne E. Adams,5,0,True
24006,254365,Jessica Ramos,1,0,False
24006,258719,Paperboy Love Prince,3,0,False
24007,254052,Andrew M. Cuomo,62,63,True
24007,254393,Scott M. Stringer,0,0,True
24007,254286,Zohran Kwame Mamdani,82,87,True
24007,254130,Brad Lander,3,0,True
24007,257465,Adrienne E. Adams,3,0,True
24007,254365,Jessica Ramos,1,0,False
24008,254052,Andrew M. Cuomo,69,72,True
24008,254393,Scott M. Stringer,2,0,True
24008,254286,Zohran Kwame Mamdani,96,99,True
24008,254130,Brad Lander,3,0,True
24008,257465,Adrienne E. Adams,3,0,True
24008,254365,Jessica Ramos,1,0,False
24009,254052,Andrew M. Cuomo,62,66,True
24009,254393,Scott M. Stringer,1,0,True
24009,254286,Zohran Kwame Mamdani,57,59,True
24009,254130,Brad Lander,0,0,True
24009,257465,Adrienne E. Adams,7,0,True
24009,258719,Paperboy Love Prince,2,0,False
24010,254052,Andrew M. Cuomo,88,101,True
24010,254393,Scott M. Stringer,2,0,True
24010,254286,Zohran Kwame Mamdani,88,95,True
24010,254130,Brad Lander,2,0,True
24010,257465,Adrienne E. Adams,21,0,True
24010,258719,Paperboy Love Prince,1,0,False
24011,254052,Andrew M. Cuomo,61,62,True
24011,254393,Scott M. Stringer,0,0,True
24011,254286,Zohran Kwame Mamdani,66,68,True
24011,254130,Brad Lander,1,0,True
24011,257465,Adrienne E. Adams,5,0,True
24012,257441,Whitney R. Tilson,2,0,False
24012,254052,Andrew M. Cuomo,41,43,True
24012,254393,Scott M. Stringer,0,0,True
24012,254286,Zohran Kwame Mamdani,78,83,True
24012,254130,Brad Lander,0,0,True
24012,257465,Adrienne E. Adams,5,0,True
24012,254365,Jessica Ramos,1,0,False
24013,257441,Whitney R. Tilson,1,0,False
24013,254052,Andrew M. Cuomo,81,89,True
24013,254393,Scott M. Stringer,1,0,True
24013,254286,Zohran Kwame Mamdani,96,103,True
24013,254130,Brad Lander,1,0,True
24013,257465,Adrienne E. Adams,16,0,True
24013,254365,Jessica Ramos,1,0,False
24013,258719,Paperboy Love Prince,1,0,False
24014,254052,Andrew M. Cuomo,56,59,True
24014,258821,Selma K. Bartholomew,2,0,False
24014,257465,Adrienne E. Adams,3,0,True
24014,254286,Zohran Kwame Mamdani,73,77,True
24014,255950,Zellnor Myrie,1,0,False
24014,254130,Brad Lander,1,0,True
24014,254393,Scott M. Stringer,2,0,True
24015,254052,Andrew M. Cuomo,53,56,True
24015,258821,Selma K. Bartholomew,1,0,False
24015,254393,Scott M. Stringer,0,0,True
24015,254286,Zohran Kwame Mamdani,68,72,True
24015,254130,Brad Lander,3,0,True
24015,257465,Adrienne E. Adams,2,0,True
24015,254365,Jessica Ramos,2,0,False
24016,254052,Andrew M. Cuomo,54,58,True
24016,254393,Scott M. Stringer,0,0,True
24016,254286,Zohran Kwame Mamdani,43,44,True
24016,254130,Brad Lander,2,0,True
24016,257465,Adrienne E. Adams,4,0,True
24017,254052,Andrew M. Cuomo,8,8,True
24017,257465,Adrienne E. Adams,0,0,True
24017,254286,Zohran Kwame Mamdani,39,41,True
24017,254130,Brad Lander,1,0,True
24017,254393,Scott M. Stringer,1,0,True
24018,257441,Whitney R. Tilson,1,0,False
24018,254052,Andrew M. Cuomo,42,44,True
24018,254393,Scott M. Stringer,2,0,True
24018,254286,Zohran Kwame Mamdani,60,64,True
24018,255950,Zellnor Myrie,2,0,False
24018,254130,Brad Lander,2,0,True
24018,257465,Adrienne E. Adams,2,0,True
24019,254052,Andrew M. Cuomo,48,53,True
24019,257465,Adrienne E. Adams,3,0,True
24019,254286,Zohran Kwame Mamdani,92,95,True
24019,254607,Michael Blake,1,0,False
24019,254130,Brad Lander,7,0,True
24019,254393,Scott M. Stringer,4,0,True
24020,254052,Andrew M. Cuomo,21,22,True
24020,254393,Scott M. Stringer,1,0,True
24020,254286,Zohran Kwame Mamdani,30,30,True
24020,254130,Brad Lander,0,0,True
24020,257465,Adrienne E. Adams,1,0,True
24020,254365,Jessica Ramos,1,0,False
24021,257441,Whitney R. Tilson,1,0,False
24021,254052,Andrew M. Cuomo,71,77,True
24021,254393,Scott M. Stringer,4,0,True
24021,254286,Zohran Kwame Mamdani,63,71,True
24021,254607,Michael Blake,1,0,False
24021,254130,Brad Lander,5,0,True
24021,257465,Adrienne E. Adams,10,0,True
24021,254365,Jessica Ramos,1,0,False
24022,257441,Whitney R. Tilson,3,0,False
24022,254052,Andrew M. Cuomo,12,12,True
24022,257465,Adrienne E. Adams,0,0,True
24022,254286,Zohran Kwame Mamdani,9,14,True
24022,254130,Brad Lander,6,0,True
24022,254393,Scott M. Stringer,1,0,True
24023,254052,Andrew M. Cuomo,55,56,True
24023,254393,Scott M. Stringer,1,0,True
24023,255950,Zellnor Myrie,1,0,False
24023,254286,Zohran Kwame Mamdani,48,51,True
24023,254130,Brad Lander,0,0,True
24023,257465,Adrienne E. Adams,2,0,True
