ed,candidacy_id,name,first_choice,final_round,is_major
23022,3,Eric L. Adams,0,0,False
23022,4,Irene Estrada,0,0,False
23022,5,Jim Walden,0,0,False
23022,6,Joseph Hernandez,0,0,False
23022,7,Zohran Kwame Mamdani,91,91,True
23023,1,Andrew M. Cuomo,204,204,True
23023,2,Curtis A. Sliwa,29,29,True
23023,3,Eric L. Adams,6,6,False
23023,4,Irene Estrada,0,0,False
23023,5,Jim Walden,2,2,False
23023,6,Joseph Hernandez,2,2,False
23023,7,Zohran Kwame Mamdani,73,73,True
23024,1,Andrew M. Cuomo,100,100,True
23024,2,Curtis A. Sliwa,14,14,True
23024,3,Eric L. Adams,2,2,False
23024,4,Irene Estrada,1,1,False
23024,5,Jim Walden,0,0,False
23024,6,Joseph Hernandez,0,0,False
23024,7,Zohran Kwame Mamdani,118,118,True
23025,1,Andrew M. Cuomo,402,402,True
23025,2,Curtis A. Sliwa,27,27,True
23025,3,Eric L. Adams,7,7,False
23025,4,Irene Estrada,2,2,False
23025,5,Jim Walden,0,0,False
23025,6,Joseph Hernandez,1,1,False
23025,7,Zohran Kwame Mamdani,164,164,True
23026,1,Andrew M. Cuomo,206,206,True
23026,2,Curtis A. Sliwa,19,19,True
23026,3,Eric L. Adams,6,6,False
23026,4,Irene Estrada,3,3,False
23026,5,Jim Walden,0,0,False
23026,6,Joseph Hernandez,0,0,False
23026,7,Zohran Kwame Mamdani,102,102,True
23027,1,Andrew M. Cuomo,719,719,True
23027,2,Curtis A. Sliwa,18,18,True
23027,3,Eric L. Adams,3,3,False
23027,4,Irene Estrada,0,0,False
23027,5,Jim Walden,1,1,False
23027,6,Joseph Hernandez,0,0,False
23027,7,Zohran Kwame Mamdani,60,60,True
23028,1,Andrew M. Cuomo,376,376,True
23028,2,Curtis A. Sliwa,24,24,True
23028,3,Eric L. Adams,0,0,False
23028,4,Irene Estrada,1,1,False
23028,5,Jim Walden,0,0,False
23028,6,Joseph Hernandez,0,0,False
23028,7,Zohran Kwame Mamdani,149,149,True
23029,1,Andrew M. Cuomo,902,902,True
23029,2,Curtis A. Sliwa,14,14,True
23029,3,Eric L. Adams,2,2,False
23029,4,Irene Estrada,0,0,False
23029,5,Jim Walden,0,0,False
23029,6,Joseph Hernandez,0,0,False
23029,7,Zohran Kwame Mamdani,9,9,True
23030,1,Andrew M. Cuomo,641,641,True
23030,2,Curtis A. Sliwa,28,28,True
23030,3,Eric L. Adams,2,2,False
23030,4,Irene Estrada,0,0,False
23030,5,Jim Walden,0,0,False
23030,6,Joseph Hernandez,1,1,False
23030,7,Zohran Kwame Mamdani,95,95,True
23031,1,Andrew M. Cuomo,465,465,True
23031,2,Curtis A. Sliwa,29,29,True
23031,3,Eric L. Adams,2,2,False
23031,4,Irene Estrada,0,0,False
23031,5,Jim Walden,0,0,False
23031,6,Joseph Hernandez,0,0,False
23031,7,Zohran Kwame Mamdani,200,200,True
23032,1,Andrew M. Cuomo,602,602,True
23032,2,Curtis A. Sliwa,41,41,True
23032,3,Eric L. Adams,4,4,False
23032,4,Irene Estrada,1,1,False
23032,5,Jim Walden,0,0,False
23032,6,Joseph Hernandez,0,0,False
23032,7,Zohran Kwame Mamdani,218,218,True
23033,1,Andrew M. Cuomo,622,622,True
23033,2,Curtis A. Sliwa,276,276,True
23033,3,Eric L. Adams,0,0,False
23033,4,Irene Estrada,0,0,False
23033,5,Jim Walden,0,0,False
23033,6,Joseph Hernandez,0,0,False
23033,7,Zohran Kwame Mamdani,96,96,True
23034,1,Andrew M. Cuomo,488,488,True
23034,2,Curtis A. Sliwa,296,296,True
23034,3,Eric L. Adams,0,0,False
23034,4,Irene Estrada,0,0,False
23034,5,Jim Walden,0,0,False
23034,6,Joseph Hernandez,0,0,False
23034,7,Zohran Kwame Mamdani,87,87,True
23035,1,Andrew M. Cuomo,508,508,True
23035,2,Curtis A. Sliwa,262,262,True
23035,3,Eric L. Adams,0,0,False
23035,4,Irene Estrada,0,0,False
23035,5,Jim Walden,0,0,False
23035,6,Joseph Hernandez,0,0,False
23035,7,Zohran Kwame Mamdani,69,69,True
23036,1,Andrew M. Cuomo,491,491,True
23036,2,Curtis A. Sliwa,275,275,True
23036,3,Eric L. Adams,0,0,False
23036,4,Irene Estrada,2,2,False
23036,5,Jim Walden,0,0,False
23036,6,Joseph Hernandez,0,0,False
23036,7,Zohran Kwame Mamdani,131,131,True
23037,1,Andrew M. Cuomo,399,399,True
23037,2,Curtis A. Sliwa,290,290,True
23037,3,Eric L. Adams,1,1,False
23037,4,Irene Estrada,1,1,False
23037,5,Jim Walden,0,0,False
23037,6,Joseph Hernandez,0,0,False
23037,7,Zohran Kwame Mamdani,178,178,True
23038,1,Andrew M. Cuomo,402,402,True
23038,2,Curtis A. Sliwa,224,224,True
23038,3,Eric L. Adams,0,0,False
23038,4,Irene Estrada,1,1,False
23038,5,Jim Walden,0,0,False
23038,6,Joseph Hernandez,1,1,False
23038,7,Zohran Kwame Mamdani,99,99,True
23039,1,Andrew M. Cuomo,16,16,True
23039,2,Curtis A. Sliwa,3,3,True
23039,3,Eric L. Adams,0,0,False
23039,4,Irene Estrada,0,0,False
23039,5,Jim Walden,0,0,False
23039,6,Joseph Hernandez,0,0,False
23039,7,Zohran Kwame Mamdani,26,26,True
23040,1,Andrew M. Cuomo,149,149,True
23040,2,Curtis A. Sliwa,48,48,True
23040,3,Eric L. Adams,0,0,False
23040,4,Irene Estrada,0,0,False
23040,5,Jim Walden,0,0,False
23040,6,Joseph Hernandez,0,0,False
23040,7,Zohran Kwame Mamdani,208,208,True
23041,1,Andrew M. Cuomo,251,251,True
23041,2,Curtis A. Sliwa,119,119,True
23041,3,Eric L. Adams,0,0,False
23041,4,Irene Estrada,0,0,False
23041,5,Jim Walden,0,0,False
23041,6,Joseph Hernandez,1,1,False
23041,7,Zohran Kwame Mamdani,172,172,True
23042,1,Andrew M. Cuomo,161,161,True
23042,2,Curtis A. Sliwa,65,65,True
23042,3,Eric L. Adams,0,0,False
23042,4,Irene Estrada,2,2,False
23042,5,Jim Walden,0,0,False
23042,6,Joseph Hernandez,0,0,False
23042,7,Zohran Kwame Mamdani,154,154,True
23043,1,Andrew M. Cuomo,7,7,True
23043,2,Curtis A. Sliwa,0,0,True
23043,3,Eric L. Adams,0,0,False
23043,4,Irene Estrada,0,0,False
23043,5,Jim Walden,0,0,False
23043,6,Joseph Hernandez,0,0,False
23043,7,Zohran Kwame Mamdani,14,14,True
23044,1,Andrew M. Cuomo,544,544,True
23044,2,Curtis A. Sliwa,230,230,True
23044,3,Eric L. Adams,0,0,False
23044,4,Irene Estrada,4,4,False
23044,5,Jim Walden,1,1,False
23044,6,Joseph Hernandez,1,1,False
23044,7,Zohran Kwame Mamdani,209,209,True
23045,1,Andrew M. Cuomo,345,345,True
23045,2,Curtis A. Sliwa,165,165,True
23045,3,Eric L. Adams,1,1,False
23045,4,Irene Estrada,0,0,False
23045,5,Jim Walden,0,0,False
23045,6,Joseph Hernandez,0,0,False
23045,7,Zohran Kwame Mamdani,103,103,True
23046,1,Andrew M. Cuomo,326,326,True
23046,2,Curtis A. Sliwa,100,100,True
23046,3,Eric L. Adams,0,0,False
23046,4,Irene Estrada,1,1,False
23046,5,Jim Walden,1,1,False
23046,6,Joseph Hernandez,2,2,False
23046,7,Zohran Kwame Mamdani,388,388,True
23047,1,Andrew M. Cuomo,247,247,True
23047,2,Curtis A. Sliwa,143,143,True
23047,3,Eric L. Adams,1,1,False
23047,4,Irene Estrada,0,0,False
23047,5,Jim Walden,0,0,False
23047,6,Joseph Hernandez,1,1,False
23047,7,Zohran Kwame Mamdani,174,174,True
23048,1,Andrew M. Cuomo,301,301,True
23048,2,Curtis A. Sliwa,160,160,True
23048,3,Eric L. Adams,0,0,False
23048,4,Irene Estrada,1,1,False
23048,5,Jim Walden,0,0,False
23048,6,Joseph Hernandez,0,0,False
23048,7,Zohran Kwame Mamdani,198,198,True
23049,1,Andrew M. Cuomo,324,324,True
23049,2,Curtis A. Sliwa,129,129,True
23049,3,Eric L. Adams,0,0,False
23049,4,Irene Estrada,1,1,False
23049,5,Jim Walden,1,1,False
23049,6,Joseph Hernandez,0,0,False
23049,7,Zohran Kwame Mamdani,246,246,True
23050,1,Andrew M. Cuomo,117,117,True
23050,2,Curtis A. Sliwa,45,45,True
23050,3,Eric L. Adams,0,0,False
23050,4,Irene Estrada,0,0,False
23050,5,Jim Walden,0,0,False
23050,6,Joseph Hernandez,0,0,False
23050,7,Zohran Kwame Mamdani,160,160,True
23051,1,Andrew M. Cuomo,164,164,True
23051,2,Curtis A. Sliwa,59,59,True
23051,3,Eric L. Adams,1,1,False
23051,4,Irene Estrada,2,2,False
23051,5,Jim Walden,0,0,False
23051,6,Joseph Hernandez,1,1,False
23051,7,Zohran Kwame Mamdani,226,226,True
23052,1,Andrew M. Cuomo,99,99,True
23052,2,Curtis A. Sliwa,26,26,True
23052,3,Eric L. Adams,0,0,False
23052,4,Irene Estrada,0,0,False
23052,5,Jim Walden,0,0,False
23052,6,Joseph Hernandez,0,0,False
23052,7,Zohran Kwame Mamdani,177,177,True
23053,1,Andrew M. Cuomo,141,141,True
23053,2,Curtis A. Sliwa,38,38,True
23053,3,Eric L. Adams,1,1,False
23053,4,Irene Estrada,1,1,False
23053,5,Jim Walden,0,0,False
23053,6,Joseph Hernandez,0,0,False
23053,7,Zohran Kwame Mamdani,514,514,True
23054,1,Andrew M. Cuomo,139,139,True
23054,2,Curtis A. Sliwa,44,44,True
23054,3,Eric L. Adams,0,0,False
23054,4,Irene Estrada,0,0,False
23054,5,Jim Walden,0,0,False
23054,6,Joseph Hernandez,0,0,False
23054,7,Zohran Kwame Mamdani,452,452,True
23055,1,Andrew M. Cuomo,67,67,True
23055,2,Curtis A. Sliwa,24,24,True
23055,3,Eric L. Adams,0,0,False
23055,4,Irene Estrada,0,0,False
23055,5,Jim Walden,1,1,False
23055,6,Joseph Hernandez,0,0,False
23055,7,Zohran Kwame Mamdani,134,134,True
23056,1,Andrew M. Cuomo,89,89,True
23056,2,Curtis A. Sliwa,26,26,True
23056,3,Eric L. Adams,1,1,False
23056,4,Irene Estrada,1,1,False
23056,5,Jim Walden,0,0,False
23056,6,Joseph Hernandez,0,0,False
23056,7,Zohran Kwame Mamdani,119,119,True
23057,1,Andrew M. Cuomo,96,96,True
23057,2,Curtis A. Sliwa,46,46,True
23057,3,Eric L. Adams,2,2,False
23057,4,Irene Estrada,0,0,False
23057,5,Jim Walden,0,0,False
23057,6,Joseph Hernandez,0,0,False
23057,7,Zohran Kwame Mamdani,162,162,True
23058,1,Andrew M. Cuomo,228,228,True
23058,2,Curtis A. Sliwa,165,165,True
23058,3,Eric L. Adams,1,1,False
23058,4,Irene Estrada,0,0,False
23058,5,Jim Walden,0,0,False
23058,6,Joseph Hernandez,0,0,False
23058,7,Zohran Kwame Mamdani,61,61,True
23059,1,Andrew M. Cuomo,255,255,True
23059,2,Curtis A. Sliwa,115,115,True
23059,3,Eric L. Adams,0,0,False
23059,4,Irene Estrada,0,0,False
23059,5,Jim Walden,0,0,False
23059,6,Joseph Hernandez,0,0,False
23059,7,Zohran Kwame Mamdani,27,27,True
23060,1,Andrew M. Cuomo,203,203,True
23060,2,Curtis A. Sliwa,127,127,True
23060,3,Eric L. Adams,1,1,False
23060,4,Irene Estrada,1,1,False
23060,5,Jim Walden,0,0,False
23060,6,Joseph Hernandez,1,1,False
23060,7,Zohran Kwame Mamdani,163,163,True
23062,1,Andrew M. Cuomo,235,235,True
23062,2,Curtis A. Sliwa,73,73,True
23062,3,Eric L. Adams,0,0,False
23062,4,Irene Estrada,0,0,False
23062,5,Jim Walden,2,2,False
23062,6,Joseph Hernandez,0,0,False
23062,7,Zohran Kwame Mamdani,289,289,True
23063,1,Andrew M. Cuomo,116,116,True
23063,2,Curtis A. Sliwa,21,21,True
23063,3,Eric L. Adams,1,1,False
23063,4,Irene Estrada,2,2,False
23063,5,Jim Walden,0,0,False
23063,6,Joseph Hernandez,0,0,False
23063,7,Zohran Kwame Mamdani,153,153,True
23064,1,Andrew M. Cuomo,48,48,True
23064,2,Curtis A. Sliwa,8,8,True
23064,3,Eric L. Adams,0,0,False
23064,4,Irene Estrada,0,0,False
23064,5,Jim Walden,0,0,False
23064,6,Joseph Hernandez,1,1,False
23064,7,Zohran Kwame Mamdani,70,70,True
23065,1,Andrew M. Cuomo,134,134,True
23065,2,Curtis A. Sliwa,18,18,True
23065,3,Eric L. Adams,3,3,False
23065,4,Irene Estrada,1,1,False
23065,5,Jim Walden,1,1,False
23065,6,Joseph Hernandez,0,0,False
23065,7,Zohran Kwame Mamdani,215,215,True
23066,1,Andrew M. Cuomo,203,203,True
23066,2,Curtis A. Sliwa,6,6,True
23066,3,Eric L. Adams,5,5,False
23066,4,Irene Estrada,3,3,False
23066,5,Jim Walden,0,0,False
23066,6,Joseph Hernandez,1,1,False
23066,7,Zohran Kwame Mamdani,162,162,True
23068,1,Andrew M. Cuomo,0,0,True
23068,2,Curtis A. Sliwa,0,0,True
23068,3,Eric L. Adams,0,0,False
23068,4,Irene Estrada,0,0,False
23068,5,Jim Walden,0,0,False
23068,6,Joseph Hernandez,0,0,False
23068,7,Zohran Kwame Mamdani,0,0,True
23070,1,Andrew M. Cuomo,0,0,True
23070,2,Curtis A. Sliwa,0,0,True
23070,3,Eric L. Adams,0,0,False
23070,4,Irene Estrada,0,0,False
23070,5,Jim Walden,0,0,False
23070,6,Joseph Hernandez,0,0,False
23070,7,Zohran Kwame Mamdani,0,0,True
23072,1,Andrew M. Cuomo,0,0,True
23072,2,Curtis A. Sliwa,0,0,True
23072,3,Eric L. Adams,0,0,False
23072,4,Irene Estrada,0,0,False
23072,5,Jim Walden,0,0,False
23072,6,Joseph Hernandez,0,0,False
23072,7,Zohran Kwame Mamdani,0,0,True
23073,1,Andrew M. Cuomo,0,0,True
23073,2,Curtis A. Sliwa,0,0,True
23073,3,Eric L. Adams,0,0,False
23073,4,Irene Estrada,0,0,False
23073,5,Jim Walden,0,0,False
23073,6,Joseph Hernandez,0,0,False
23073,7,Zohran Kwame Mamdani,0,0,True
23074,1,Andrew M. Cuomo,0,0,True
23074,2,Curtis A. Sliwa,0,0,True
23074,3,Eric L. Adams,0,0,False
23074,4,Irene Estrada,0,0,False
23074,5,Jim Walden,0,0,False
23074,6,Joseph Hernandez,0,0,False
23074,7,Zohran Kwame Mamdani,0,0,True
24001,1,Andrew M. Cuomo,43,43,True
24001,2,Curtis A. Sliwa,16,16,True
24001,3,Eric L. Adams,0,0,False
24001,4,Irene Estrada,0,0,False
24001,5,Jim Walden,1,1,False
24001,6,Joseph Hernandez,0,0,False
24001,7,Zohran Kwame Mamdani,98,98,True
24002,1,Andrew M. Cuomo,92,92,True
24002,2,Curtis A. Sliwa,16,16,True
24002,3,Eric L. Adams,0,0,False
24002,4,Irene Estrada,0,0,False
24002,5,Jim Walden,0,0,False
24002,6,Joseph Hernandez,1,1,False
24002,7,Zohran Kwame Mamdani,118,118,True
24003,1,Andrew M. Cuomo,156,156,True
24003,2,Curtis A. Sliwa,45,45,True
24003,3,Eric L. Adams,0,0,False
24003,4,Irene Estrada,5,5,False
24003,5,Jim Walden,0,0,False
24003,6,Joseph Hernandez,2,2,False
24003,7,Zohran Kwame Mamdani,301,301,True
24004,1,Andrew M. Cuomo,116,116,True
24004,2,Curtis A. Sliwa,33,33,True
24004,3,Eric L. Adams,1,1,False
24004,4,Irene Estrada,0,0,False
24004,5,Jim Walden,0,0,False
24004,6,Joseph Hernandez,0,0,False
24004,7,Zohran Kwame Mamdani,224,224,True
24005,1,Andrew M. Cuomo,137,137,True
24005,2,Curtis A. Sliwa,19,19,True
24005,3,Eric L. Adams,2,2,False
24005,4,Irene Estrada,0,0,False
24005,5,Jim Walden,0,0,False
24005,6,Joseph Hernandez,0,0,False
24005,7,Zohran Kwame Mamdani,176,176,True
24006,1,Andrew M. Cuomo,158,158,True
24006,2,Curtis A. Sliwa,44,44,True
24006,3,Eric L. Adams,1,1,False
24006,4,Irene Estrada,2,2,False
24006,5,Jim Walden,0,0,False
24006,6,Joseph Hernandez,0,0,False
24006,7,Zohran Kwame Mamdani,273,273,True
24007,1,Andrew M. Cuomo,111,111,True
24007,2,Curtis A. Sliwa,39,39,True
24007,3,Eric L. Adams,2,2,False
24007,4,Irene Estrada,0,0,False
24007,5,Jim Walden,0,0,False
24007,6,Joseph Hernandez,0,0,False
24007,7,Zohran Kwame Mamdani,203,203,True
24008,1,Andrew M. Cuomo,152,152,True
24008,2,Curtis A. Sliwa,41,41,True
24008,3,Eric L. Adams,1,1,False
24008,4,Irene Estrada,0,0,False
24008,5,Jim Walden,0,0,False
24008,6,Joseph Hernandez,0,0,False
24008,7,Zohran Kwame Mamdani,302,302,True
24009,1,Andrew M. Cuomo,99,99,True
24009,2,Curtis A. Sliwa,13,13,True
24009,3,Eric L. Adams,0,0,False
24009,4,Irene Estrada,0,0,False
24009,5,Jim Walden,0,0,False
24009,6,Joseph Hernandez,0,0,False
24009,7,Zohran Kwame Mamdani,169,169,True
24010,1,Andrew M. Cuomo,141,141,True
24010,2,Curtis A. Sliwa,27,27,True
24010,3,Eric L. Adams,2,2,False
24010,4,Irene Estrada,0,0,False
24010,5,Jim Walden,1,1,False
24010,6,Joseph Hernandez,0,0,False
24010,7,Zohran Kwame Mamdani,247,247,True
24011,1,Andrew M. Cuomo,121,121,True
24011,2,Curtis A. Sliwa,21,21,True
24011,3,Eric L. Adams,1,1,False
24011,4,Irene Estrada,0,0,False
24011,5,Jim Walden,1,1,False
24011,6,Joseph Hernandez,0,0,False
24011,7,Zohran Kwame Mamdani,218,218,True
24012,1,Andrew M. Cuomo,95,95,True
24012,2,Curtis A. Sliwa,19,19,True
24012,3,Eric L. Adams,1,1,False
24012,4,Irene Estrada,1,1,False
24012,5,Jim Walden,0,0,False
24012,6,Joseph Hernandez,0,0,False
24012,7,Zohran Kwame Mamdani,236,236,True
24013,1,Andrew M. Cuomo,161,161,True
24013,2,Curtis A. Sliwa,26,26,True
24013,3,Eric L. Adams,1,1,False
24013,4,Irene Estrada,2,2,False
24013,5,Jim Walden,0,0,False
24013,6,Joseph Hernandez,0,0,False
24013,7,Zohran Kwame Mamdani,300,300,True
24014,1,Andrew M. Cuomo,163,163,True
24014,2,Curtis A. Sliwa,49,49,True
24014,3,Eric L. Adams,1,1,False
24014,4,Irene Estrada,1,1,False
24014,5,Jim Walden,0,0,False
24014,6,Joseph Hernandez,0,0,False
24014,7,Zohran Kwame Mamdani,260,260,True
24015,1,Andrew M. Cuomo,152,152,True
24015,2,Curtis A. Sliwa,29,29,True
24015,3,Eric L. Adams,0,0,False
24015,4,Irene Estrada,1,1,False
24015,5,Jim Walden,0,0,False
24015,6,Joseph Hernandez,0,0,False
24015,7,Zohran Kwame Mamdani,242,242,True
24016,1,Andrew M. Cuomo,87,87,True
24016,2,Curtis A. Sliwa,16,16,True
24016,3,Eric L. Adams,1,1,False
24016,4,Irene Estrada,0,0,False
24016,5,Jim Walden,0,0,False
24016,6,Joseph Hernandez,0,0,False
24016,7,Zohran Kwame Mamdani,131,131,True
24017,1,Andrew M. Cuomo,20,20,True
24017,2,Curtis A. Sliwa,2,2,True
24017,3,Eric L. Adams,1,1,False
24017,4,Irene Estrada,0,0,False
24017,5,Jim Walden,0,0,False
24017,6,Joseph Hernandez,0,0,False
24017,7,Zohran Kwame Mamdani,88,88,True
24018,1,Andrew M. Cuomo,88,88,True
24018,2,Curtis A. Sliwa,38,38,True
24018,3,Eric L. Adams,2,2,False
24018,4,Irene Estrada,0,0,False
24018,5,Jim Walden,0,0,False
24018,6,Joseph Hernandez,0,0,False
24018,7,Zohran Kwame Mamdani,173,173,True
24019,1,Andrew M. Cuomo,133,133,True
24019,2,Curtis A. Sliwa,41,41,True
24019,3,Eric L. Adams,1,1,False
24019,4,Irene Estrada,1,1,False
24019,5,Jim Walden,0,0,False
24019,6,Joseph Hernandez,0,0,False
24019,7,Zohran Kwame Mamdani,268,268,True
24020,1,Andrew M. Cuomo,57,57,True
24020,2,Curtis A. Sliwa,5,5,True
24020,3,Eric L. Adams,0,0,False
24020,4,Irene Estrada,1,1,False
24020,5,Jim Walden,0,0,False
24020,6,Joseph Hernandez,0,0,False
24020,7,Zohran Kwame Mamdani,70,70,True
24021,1,Andrew M. Cuomo,203,203,True
24021,2,Curtis A. Sliwa,53,53,True
24021,3,Eric L. Adams,2,2,False
24021,4,Irene Estrada,1,1,False
24021,5,Jim Walden,0,0,False
24021,6,Joseph Hernandez,0,0,False
24021,7,Zohran Kwame Mamdani,151,151,True
24022,1,Andrew M. Cuomo,48,48,True
24022,2,Curtis A. Sliwa,10,10,True
24022,3,Eric L. Adams,0,0,False
24022,4,Irene Estrada,0,0,False
24022,5,Jim Walden,0,0,False
24022,6,Joseph Hernandez,0,0,False
24022,7,Zohran Kwame Mamdani,19,19,True
24023,1,Andrew M. Cuomo,114,114,True
24023,2,Curtis A. Sliwa,15,15,True
24023,3,Eric L. Adams,0,0,False
24023,4,Irene Estrada,0,0,False
24023,5,Jim Walden,0,0,False
24023,6,Joseph Hernandez,1,1,False
24023,7,Zohran Kwame Mamdani,168,168,True
24024,1,Andrew M. Cuomo,207,207,True
24024,2,Curtis A. Sliwa,26,26,True
24024,3,Eric L. Adams,1,1,False
24024,4,Irene Estrada,1,1,False
